  Title : 6-trpl-0,96uw-20s-n1
  Version : 1 975 M
  Revision : 12 bits ADC
  Date : 2019-05-22
  Time : 21:54:02
  Author : Unknown
  Company : Unknown
  Contents :
  
*BLOCK 1  ( Time[ns]  No_of_photons )
3.216677 ,12255
3.220748 ,12217
3.224820 ,11933
3.228892 ,11510
3.232964 ,11243
3.237035 ,11485
3.241107 ,11197
3.245179 ,10913
3.249251 ,10890
3.253322 ,10748
3.257394 ,10502
3.261466 ,10156
3.265538 ,10238
3.269609 , 9977
3.273681 , 9638
3.277753 , 9588
3.281825 , 9726
3.285896 , 9388
3.289968 , 9242
3.294040 , 9086
3.298112 , 8948
3.302183 , 9050
3.306255 , 8644
3.310327 , 8828
3.314399 , 8581
3.318470 , 8483
3.322542 , 8436
3.326614 , 8244
3.330685 , 8040
3.334757 , 8258
3.338829 , 8027
3.342901 , 7772
3.346972 , 7889
3.351044 , 7557
3.355116 , 7636
3.359188 , 7485
3.363259 , 7483
3.367331 , 7213
3.371403 , 7105
3.375475 , 7179
3.379546 , 7019
3.383618 , 6969
3.387690 , 6950
3.391762 , 6840
3.395833 , 6813
3.399905 , 6710
3.403977 , 6525
3.408049 , 6647
3.412120 , 6383
3.416192 , 6370
3.420264 , 6332
3.424336 , 6220
3.428407 , 6000
3.432479 , 6135
3.436551 , 6115
3.440623 , 5989
3.444694 , 6012
3.448766 , 5991
3.452838 , 5879
3.456910 , 5784
3.460981 , 5734
3.465053 , 5697
3.469125 , 5595
3.473196 , 5679
3.477268 , 5420
3.481340 , 5408
3.485412 , 5393
3.489483 , 5430
3.493555 , 5307
3.497627 , 5335
3.501699 , 5245
3.505770 , 5264
3.509842 , 5158
3.513914 , 5169
3.517986 , 5124
3.522057 , 5095
3.526129 , 4887
3.530201 , 4960
3.534273 , 4975
3.538344 , 4788
3.542416 , 4861
3.546488 , 4804
3.550560 , 4642
3.554631 , 4711
3.558703 , 4704
3.562775 , 4603
3.566847 , 4542
3.570918 , 4580
3.574990 , 4650
3.579062 , 4431
3.583134 , 4482
3.587205 , 4320
3.591277 , 4291
3.595349 , 4379
3.599421 , 4277
3.603492 , 4225
3.607564 , 4314
3.611636 , 4047
3.615707 , 4237
3.619779 , 4087
3.623851 , 4066
3.627923 , 4069
3.631994 , 4046
3.636066 , 4015
3.640138 , 3928
3.644210 , 3981
3.648281 , 3901
3.652353 , 3845
3.656425 , 3909
3.660497 , 3848
3.664568 , 3735
3.668640 , 3759
3.672712 , 3805
3.676784 , 3735
3.680855 , 3817
3.684927 , 3626
3.688999 , 3682
3.693071 , 3532
3.697142 , 3640
3.701214 , 3648
3.705286 , 3478
3.709358 , 3444
3.713429 , 3561
3.717501 , 3452
3.721573 , 3368
3.725645 , 3455
3.729716 , 3343
3.733788 , 3411
3.737860 , 3401
3.741931 , 3240
3.746003 , 3302
3.750075 , 3218
3.754147 , 3232
3.758218 , 3091
3.762290 , 3257
3.766362 , 3198
3.770434 , 3278
3.774505 , 3189
3.778577 , 3138
3.782649 , 3120
3.786721 , 3181
3.790792 , 3102
3.794864 , 3060
3.798936 , 3067
3.803008 , 3016
3.807079 , 3138
3.811151 , 3021
3.815223 , 2926
3.819295 , 2925
3.823366 , 2920
3.827438 , 2917
3.831510 , 2919
3.835582 , 2876
3.839653 , 2829
3.843725 , 2814
3.847797 , 2781
3.851869 , 2857
3.855940 , 2676
3.860012 , 2816
3.864084 , 2752
3.868156 , 2613
3.872227 , 2806
3.876299 , 2669
3.880371 , 2733
3.884442 , 2705
3.888514 , 2671
3.892586 , 2681
3.896658 , 2641
3.900729 , 2673
3.904801 , 2708
3.908873 , 2533
3.912945 , 2630
3.917016 , 2593
3.921088 , 2424
3.925160 , 2598
3.929232 , 2474
3.933303 , 2577
3.937375 , 2491
3.941447 , 2483
3.945519 , 2538
3.949590 , 2435
3.953662 , 2426
3.957734 , 2402
3.961806 , 2311
3.965877 , 2382
3.969949 , 2430
3.974021 , 2302
3.978093 , 2437
3.982164 , 2354
3.986236 , 2366
3.990308 , 2286
3.994380 , 2254
3.998451 , 2319
4.002523 , 2252
4.006595 , 2215
4.010667 , 2274
4.014738 , 2238
4.018810 , 2202
4.022882 , 2254
4.026953 , 2198
4.031025 , 2201
4.035097 , 2204
4.039169 , 2149
4.043240 , 2208
4.047312 , 2159
4.051384 , 2182
4.055456 , 2106
4.059527 , 2181
4.063599 , 2142
4.067671 , 2072
4.071743 , 2160
4.075814 , 2037
4.079886 , 2158
4.083958 , 2071
4.088030 , 2118
4.092101 , 2054
4.096173 , 2000
4.100245 , 2031
4.104317 , 2018
4.108388 , 1983
4.112460 , 2037
4.116532 , 1917
4.120604 , 1972
4.124675 , 2051
4.128747 , 1974
4.132819 , 1923
4.136891 , 2012
4.140962 , 1993
4.145034 , 1881
4.149106 , 1832
4.153178 , 1888
4.157249 , 1906
4.161321 , 1960
4.165393 , 1924
4.169464 , 1836
4.173536 , 1863
4.177608 , 1971
4.181680 , 1922
4.185751 , 1823
4.189823 , 1849
4.193895 , 1850
4.197967 , 1846
4.202038 , 1835
4.206110 , 1865
4.210182 , 1774
4.214254 , 1831
4.218325 , 1753
4.222397 , 1842
4.226469 , 1817
4.230541 , 1739
4.234612 , 1686
4.238684 , 1792
4.242756 , 1694
4.246828 , 1654
4.250899 , 1720
4.254971 , 1606
4.259043 , 1739
4.263115 , 1676
4.267186 , 1731
4.271258 , 1720
4.275330 , 1643
4.279402 , 1676
4.283473 , 1668
4.287545 , 1745
4.291617 , 1773
4.295688 , 1611
4.299760 , 1585
4.303832 , 1615
4.307904 , 1644
4.311975 , 1581
4.316047 , 1668
4.320119 , 1561
4.324191 , 1604
4.328262 , 1619
